user_id,loan_id,suitability_score,user_age,user_income,user_credit_score,loan_amount,loan_type,loan_interest_rate,user_location
1,150,4.658194655394236,56,0.8982080177350822,584,0.9935944243070829,3,0.2782511110689804,4
2,135,3.337795639029704,46,0.04023492825912925,815,0.5671426760002973,1,0.808064133764914,3
2,144,3.1533277730228537,46,0.04023492825912925,815,0.1467969935332106,4,0.6904777671511827,3
2,121,2.075414057528774,46,0.04023492825912925,815,0.8388112300891535,3,0.8594534300051958,3
2,148,2.4737956796663156,46,0.04023492825912925,815,0.10688129353277337,0,0.7736932227108798,3
3,112,2.1567497851837993,32,0.9739900855964037,398,0.8156943163086394,2,0.1519737182563608,1
3,149,2.239227501289876,32,0.9739900855964037,398,0.3620615022714652,4,0.09343191382224608,1
3,116,1.999827785590485,32,0.9739900855964037,398,0.27921095550201785,4,0.6917594438638199,1
3,108,3.0600226388388925,32,0.9739900855964037,398,0.32039465342118956,3,0.5660932800372279,1
3,126,3.1422152595186903,32,0.9739900855964037,398,0.6366639411998758,4,0.5620630179400501,1
3,130,2.427543900684441,32,0.9739900855964037,398,0.6822462801750713,2,0.6379195627105214,1
4,126,1.6629927078608828,60,0.26423271137385307,696,0.6366639411998758,4,0.5620630179400501,2
4,118,4.563422139932587,60,0.26423271137385307,696,0.15439842243569282,3,0.24957219831846544,2
4,128,1.966147366806727,60,0.26423271137385307,696,0.59993572562274,0,0.30854169077935,2
4,129,2.4170853088688626,60,0.26423271137385307,696,0.6857135986218175,4,0.3569058583121395,2
5,106,4.091946885222347,25,0.06505942484143112,788,0.0,1,0.17499487083345122,3
5,104,4.805768114902724,25,0.06505942484143112,788,0.4238436077601473,3,0.7396722965802661,3
5,135,4.105957210604073,25,0.06505942484143112,788,0.5671426760002973,1,0.808064133764914,3
6,141,2.5018757138660015,38,0.009868218486359992,338,0.32135439667347304,0,0.37885895860448204,1
7,135,4.410339819753371,56,0.4850668144590184,570,0.5671426760002973,1,0.808064133764914,1
7,123,3.1665856728670394,56,0.4850668144590184,570,0.6902390394697144,0,0.0,1
7,144,4.0330691682242366,56,0.4850668144590184,570,0.1467969935332106,4,0.6904777671511827,1
7,110,2.22761805277828,56,0.4850668144590184,570,0.04513853970363828,4,0.12520782133913005,1
7,147,2.659884861600313,56,0.4850668144590184,570,1.0,0,0.42537044348314546,1
7,101,3.851110704867324,56,0.4850668144590184,570,0.8557783539638053,4,0.9999999999999999,1
8,124,1.8689235458120432,36,0.8375823634460249,456,0.6237544106651742,0,0.6931385982218699,0
8,109,2.8559605258577,36,0.8375823634460249,456,0.9585867507334711,4,0.4025610682316074,0
8,134,2.0560173998378635,36,0.8375823634460249,456,0.028488415308670037,0,0.058851915306695646,0
8,127,2.660963889336162,36,0.8375823634460249,456,0.23664120468547095,3,0.2884932025133511,0
8,119,4.553856439691683,36,0.8375823634460249,456,0.6022946389922477,3,0.6416704593358148,0
8,137,4.297307567517077,36,0.8375823634460249,456,0.7648847652236268,0,0.4404854716672195,0
8,136,3.520159513919929,36,0.8375823634460249,456,0.5349049220181281,2,0.28653022560733155,0
8,108,4.432481577004414,36,0.8375823634460249,456,0.32039465342118956,3,0.5660932800372279,0
9,130,2.659260477555789,40,0.14745366093971302,374,0.6822462801750713,2,0.6379195627105214,0
9,122,2.609339820949331,40,0.14745366093971302,374,0.18312950631156896,2,0.9361717595131799,0
9,109,2.5623744303271287,40,0.14745366093971302,374,0.9585867507334711,4,0.4025610682316074,0
9,123,1.277313321551059,40,0.14745366093971302,374,0.6902390394697144,0,0.0,0
9,142,3.5532889591673062,40,0.14745366093971302,374,0.9124906539808577,2,0.9763460037350719,0
9,150,3.9320144785134135,40,0.14745366093971302,374,0.9935944243070829,3,0.2782511110689804,0
10,146,4.794977580598844,28,0.9040889217316337,429,0.9979231068572452,4,0.19566402085991325,0
10,108,1.2424196308596391,28,0.9040889217316337,429,0.32039465342118956,3,0.5660932800372279,0
11,104,3.7648472375461615,28,0.8976999815259561,383,0.4238436077601473,3,0.7396722965802661,3
11,134,3.4121582202131333,28,0.8976999815259561,383,0.028488415308670037,0,0.058851915306695646,3
12,116,1.587687694335083,41,0.7159461789519059,321,0.27921095550201785,4,0.6917594438638199,3
12,127,2.370580586090086,41,0.7159461789519059,321,0.23664120468547095,3,0.2884932025133511,3
12,106,4.45863568743256,41,0.7159461789519059,321,0.0,1,0.17499487083345122,3
